Statistical profiling result from prof/winston.isolate.log, (731 ticks, 25 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.1%    0.1%  T v8::internal::Factory::InitializeMap(v8::internal::Map*, v8::internal::InstanceType, int, v8::internal::ElementsKind, int)
      1    0.1%    0.1%  T v8::internal::Factory::CopyJSObjectWithAllocationSite(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::AllocationSite>)
      1    0.1%    0.1%  T v8::internal::EscapeRegExpSource(v8::internal::Isolate*, v8::internal::Handle<v8::internal::String>)
      1    0.1%    0.1%  T v8::internal::ErrorUtils::ToString(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>)
      1    0.1%    0.1%  T v8::internal::Deserializer<v8::internal::DefaultDeserializerAllocator>::ReadData(v8::internal::MaybeObject**, v8::internal::MaybeObject**, int, unsigned char*)
      1    0.1%    0.1%  T v8::internal::Deserializer<v8::internal::BuiltinDeserializerAllocator>::ReadData(v8::internal::MaybeObject**, v8::internal::MaybeObject**, int, unsigned char*)
      1    0.1%    0.1%  T v8::internal::DescriptorArray::GeneralizeAllFields()
      1    0.1%    0.1%  T v8::internal::DeclarationScope::AllocateScopeInfos(v8::internal::ParseInfo*, v8::internal::Isolate*, v8::internal::AnalyzeMode)
      1    0.1%    0.1%  T v8::internal::DateCache::YearMonthDayFromDays(int, int*, int*, int*)
      1    0.1%    0.1%  T v8::internal::ConvertToUpper(v8::internal::Handle<v8::internal::String>, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::ContextSlotCache::Lookup(v8::internal::Object*, v8::internal::String*, v8::internal::VariableMode*, v8::internal::InitializationFlag*, v8::internal::MaybeAssignedFlag*)
      1    0.1%    0.1%  T v8::internal::Builtin_ErrorConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::base::RecursiveMutex::Lock()
      1    0.1%    0.1%  T v8::Value::ToString(v8::Isolate*) const
      1    0.1%    0.1%  T v8::V8::GlobalizeReference(v8::internal::Isolate*, v8::internal::Object**)
      1    0.1%    0.1%  T unibrow::Utf8Iterator::operator++()
      1    0.1%    0.1%  T node::fs::NewFSReqWrap(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.1%    0.1%  T node::StringBytes::StorageSize(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
      1    0.1%    0.1%  T node::AsyncWrap::MakeCallback(v8::Local<v8::Function>, int, v8::Local<v8::Value>*)
      1    0.1%    0.1%  T _vm_region_recurse_64
      1    0.1%    0.1%  T _mach_msg_server
      1    0.1%    0.1%  T _free
      1    0.1%    0.1%  T ___mach_stack_logging_frames_for_uniqued_stack
      1    0.1%    0.1%  T ___mach_stack_logging_enumerate_records
      1    0.1%    0.1%  T ___carbon_delete
      1    0.1%    0.1%  T _CRYPTO_atomic_add

 [Summary]:
   ticks  total  nonlib   name
    136   18.6%   19.0%  JavaScript
    556   76.1%   77.5%  C++
     23    3.1%    3.2%  GC
     14    1.9%          Shared libraries
     25    3.4%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
     86   17.2%   11.8%  t v8::internal::LookupIterator::State v8::internal::LookupIterator::LookupInRegularHolder<false>(v8::internal::Map*, v8::internal::JSReceiver*)
     70   14.0%    9.6%  T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     51   10.2%    7.0%  T v8::internal::Builtin_ErrorConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
     29    5.8%    4.0%  T v8::internal::SourcePositionTableIterator::Advance()
     29    5.8%    4.0%  T v8::internal::Builtin_JsonStringify(int, v8::internal::Object**, v8::internal::Isolate*)
     20    4.0%    2.7%  T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
     19    3.8%    2.6%  T v8::internal::Runtime_CompileOptimized_Concurrent(int, v8::internal::Object**, v8::internal::Isolate*)
     16    3.2%    2.2%  T v8::internal::JSReceiver::GetConstructorName(v8::internal::Handle<v8::internal::JSReceiver>)
     15    3.0%    2.1%  T v8::internal::Runtime_StringSplit(int, v8::internal::Object**, v8::internal::Isolate*)
     10    2.0%    1.4%  T v8::internal::JSStackFrame::GetMethodName()
      9    1.8%    1.2%  T v8::internal::Factory::NewConsString(v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::String>, int, bool)
      9    1.8%    1.2%  T v8::internal::Builtin_DatePrototypeToISOString(int, v8::internal::Object**, v8::internal::Isolate*)
      7    1.4%    1.0%  t v8::internal::Heap::AllocateRaw(int, v8::internal::AllocationSpace, v8::internal::AllocationAlignment)
      7    1.4%    1.0%  T void v8::internal::LookupIterator::Start<false>()
      6    1.2%    0.8%  T v8::internal::Builtin_ArrayConcat(int, v8::internal::Object**, v8::internal::Isolate*)
      6    1.2%    0.8%  T v8::internal::AbstractCode::SourcePosition(int)
      5    1.0%    0.7%  T v8::internal::Script::GetPositionInfo(int, v8::internal::Script::PositionInfo*, v8::internal::Script::OffsetFlag) const
      5    1.0%    0.7%  T v8::internal::JSStackFrame::ToString()
      4    0.8%    0.5%  T v8::internal::Runtime_InterpreterDeserializeLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.8%    0.5%  T v8::internal::LookupIterator::FetchValue() const
      4    0.8%    0.5%  T v8::internal::JSStackFrame::HasScript() const
      4    0.8%    0.5%  T v8::internal::JSReceiver::class_name()
      4    0.8%    0.5%  T v8::internal::Factory::NewConsString(v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::String>)
      3    0.6%    0.4%  t v8::internal::LookupIterator::PropertyOrElement(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Name>, v8::internal::LookupIterator::Configuration)
      3    0.6%    0.4%  T v8::internal::Runtime_StoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.6%    0.4%  T v8::internal::Runtime_RegExpExec(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.6%    0.4%  T v8::internal::IncrementalMarking::WhiteToGreyAndPush(v8::internal::HeapObject*)
      3    0.6%    0.4%  T v8::internal::Factory::NumberToString(v8::internal::Handle<v8::internal::Object>, bool)
      3    0.6%    0.4%  T v8::internal::ErrorUtils::FormatStackTrace(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Object>)
      2    0.4%    0.3%  t v8::internal::LookupIterator::LookupIterator(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Name>, v8::internal::LookupIterator::Configuration)
      2    0.4%    0.3%  t v8::internal::(anonymous namespace)::GetFastEnumPropertyKeys(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSObject>)
      2    0.4%    0.3%  T v8::internal::String::IndexOf(v8::internal::Isolate*, v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::String>, int)
      2    0.4%    0.3%  T v8::internal::Runtime_NewObject(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.4%    0.3%  T v8::internal::Runtime_KeyedStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.4%    0.3%  T v8::internal::Runtime_DeserializeLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.4%    0.3%  T v8::internal::Runtime_DefineClass(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.4%    0.3%  T v8::internal::JSObject::MigrateToMap(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Map>, int)
      2    0.4%    0.3%  T v8::internal::FlatStringReader::PostGarbageCollection()
      2    0.4%    0.3%  T v8::internal::Factory::NewRawOneByteString(int, v8::internal::PretenureFlag)
      2    0.4%    0.3%  T v8::internal::Factory::GetNumberStringCache(v8::internal::Handle<v8::internal::Object>)
      2    0.4%    0.3%  T v8::internal::Builtin_DateConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%    0.1%  t v8::internal::PrototypeIterator::Advance()
      1    0.2%    0.1%  t v8::internal::Builtin_Impl_ArrayConcat(v8::internal::BuiltinArguments, v8::internal::Isolate*)
      1    0.2%    0.1%  T v8::internal::SharedFunctionInfo::DebugName()
      1    0.2%    0.1%  T v8::internal::SeqString::Truncate(v8::internal::Handle<v8::internal::SeqString>, int)
      1    0.2%    0.1%  T v8::internal::Script::InitLineEnds(v8::internal::Handle<v8::internal::Script>)
      1    0.2%    0.1%  T v8::internal::Script::GetColumnNumber(v8::internal::Handle<v8::internal::Script>, int)
      1    0.2%    0.1%  T v8::internal::ScopeInfo::HasFunctionName() const
      1    0.2%    0.1%  T v8::internal::Runtime_StackGuard(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%    0.1%  T v8::internal::Runtime_SetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%    0.1%  T v8::internal::Runtime_RemoveArrayHoles(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%    0.1%  T v8::internal::Runtime_RegExpInitializeAndCompile(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%    0.1%  T v8::internal::Runtime_LoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%    0.1%  T v8::internal::Runtime_KeyedGetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%    0.1%  T v8::internal::Runtime_CreateObjectLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%    0.1%  T v8::internal::OrderedHashMap::GetHash(v8::internal::Isolate*, v8::internal::Object*)
      1    0.2%    0.1%  T v8::internal::NewSpace::AddFreshPage()
      1    0.2%    0.1%  T v8::internal::JSStackFrame::IsToplevel()
      1    0.2%    0.1%  T v8::internal::JSStackFrame::IsNative()
      1    0.2%    0.1%  T v8::internal::JSFunction::GetName(v8::internal::Handle<v8::internal::JSFunction>)
      1    0.2%    0.1%  T v8::internal::IncrementalStringBuilder::IncrementalStringBuilder(v8::internal::Isolate*)
      1    0.2%    0.1%  T v8::internal::IncrementalStringBuilder::Finish()
      1    0.2%    0.1%  T v8::internal::IncrementalStringBuilder::Extend()
      1    0.2%    0.1%  T v8::internal::IncrementalStringBuilder::AppendString(v8::internal::Handle<v8::internal::String>)
      1    0.2%    0.1%  T v8::internal::Heap::CreateFillerObjectAt(unsigned char*, int, v8::internal::ClearRecordedSlots, v8::internal::ClearFreedMemoryMode)
      1    0.2%    0.1%  T v8::internal::Heap::AllocateRawWithRetry(int, v8::internal::AllocationSpace, v8::internal::AllocationAlignment)
      1    0.2%    0.1%  T v8::internal::FlatStringReader::FlatStringReader(v8::internal::Isolate*, v8::internal::Handle<v8::internal::String>)
      1    0.2%    0.1%  T v8::internal::Factory::NewFixedArrayWithFiller(v8::internal::Heap::RootListIndex, int, v8::internal::Object*, v8::internal::PretenureFlag)
      1    0.2%    0.1%  T v8::internal::Factory::InitializeMap(v8::internal::Map*, v8::internal::InstanceType, int, v8::internal::ElementsKind, int)
      1    0.2%    0.1%  T v8::internal::ErrorUtils::ToString(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>)
      1    0.2%    0.1%  T v8::internal::DescriptorArray::GeneralizeAllFields()
      1    0.2%    0.1%  T v8::internal::Builtin_StringPrototypeToUpperCaseIntl(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%    0.1%  T v8::internal::Builtin_ObjectSetPrototypeOf(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%    0.1%  T v8::internal::Builtin_ObjectDefineProperties(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%    0.1%  T v8::internal::Builtin_JsonParse(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%    0.1%  T v8::Value::ToString(v8::Isolate*) const
      1    0.2%    0.1%  T v8::V8::GlobalizeReference(v8::internal::Isolate*, v8::internal::Object**)
      1    0.2%    0.1%  T unibrow::Utf8Iterator::operator++()
      1    0.2%    0.1%  T node::StringBytes::StorageSize(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
      1    0.2%    0.1%  T _mach_msg_server

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
     88   12.0%  t v8::internal::LookupIterator::State v8::internal::LookupIterator::LookupInRegularHolder<false>(v8::internal::Map*, v8::internal::JSReceiver*)
     44   50.0%    LazyCompile: *logFileFormatter /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:3:26
     44  100.0%      LazyCompile: *exports.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/common.js:142:24
     44  100.0%        LazyCompile: *transportLog /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:232:24
     44  100.0%          LazyCompile: *Logger.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:109:33
     27   61.4%            LazyCompile: *winston.(anonymous function) /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston.js:85:30
     17   38.6%            LazyCompile: ~winston.(anonymous function) /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston.js:85:30
     37   42.0%    LazyCompile: ~getLogSource /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:22:22
     37  100.0%      LazyCompile: ~logFileFormatter /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:3:26
     24   64.9%        LazyCompile: ~exports.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/common.js:142:24
     23   95.8%          LazyCompile: ~File.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/transports/file.js:127:31
     23  100.0%            LazyCompile: ~transportLog /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:232:24
      1    4.2%          LazyCompile: *transportLog /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:232:24
      1  100.0%            LazyCompile: *Logger.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:109:33
     13   35.1%        LazyCompile: *exports.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/common.js:142:24
     13  100.0%          LazyCompile: *transportLog /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:232:24
     13  100.0%            LazyCompile: *Logger.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:109:33
      5    5.7%    LazyCompile: *getLogSource /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:22:22
      5  100.0%      LazyCompile: ~logFileFormatter /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:3:26
      5  100.0%        LazyCompile: *exports.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/common.js:142:24
      5  100.0%          LazyCompile: *transportLog /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:232:24
      5  100.0%            LazyCompile: *Logger.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:109:33
      1    1.1%    T v8::internal::Runtime_StoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~clearBuffer _stream_writable.js:495:21
      1  100.0%        LazyCompile: ~onwrite _stream_writable.js:445:17
      1  100.0%          LazyCompile: ~<anonymous> internal/fs/streams.js:320:45
      1  100.0%            LazyCompile: ~wrapper internal/fs/streams.js:290:19
      1    1.1%    T v8::internal::Runtime_LoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~tryCreateBuffer fs.js:318:25
      1  100.0%        LazyCompile: ~readFileSync fs.js:345:22
      1  100.0%          LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:711:37
      1  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:603:33

     36    4.9%  T node::contextify::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
     36  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     27   75.0%      LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:222:44
     27  100.0%        LazyCompile: ~NativeModule.require internal/bootstrap/loaders.js:129:34
      4   14.8%          Script: ~<anonymous> fs.js:1:11
      4  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:222:44
      4   14.8%          Script: ~<anonymous> crypto.js:1:11
      4  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:222:44
      3   11.1%          Script: ~<anonymous> stream.js:1:11
      3  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:222:44
      3   11.1%          LazyCompile: ~startup internal/bootstrap/node.js:29:19
      3  100.0%            Script: ~bootstrapNodeJSCore internal/bootstrap/node.js:15:30
      2    7.4%          Script: ~<anonymous> util.js:1:11
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:222:44
      2    7.4%          Script: ~<anonymous> assert.js:1:11
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:222:44
      2    7.4%          LazyCompile: ~setupGlobalVariables internal/bootstrap/node.js:297:32
      2  100.0%            LazyCompile: ~startup internal/bootstrap/node.js:29:19
      2    7.4%          LazyCompile: ~Module._load internal/modules/cjs/loader.js:502:24
      2  100.0%            LazyCompile: ~Module.require internal/modules/cjs/loader.js:642:36
      1    3.7%          Script: ~<anonymous> internal/async_hooks.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:222:44
      1    3.7%          Script: ~<anonymous> buffer.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:222:44
      1    3.7%          LazyCompile: ~setupProcessFatal internal/bootstrap/node.js:424:29
      1  100.0%            LazyCompile: ~startup internal/bootstrap/node.js:29:19
      1    3.7%          LazyCompile: ~setupGlobalTimeouts internal/bootstrap/node.js:346:31
      1  100.0%            LazyCompile: ~startup internal/bootstrap/node.js:29:19
      1    3.7%          LazyCompile: ~createWritableStdioStream internal/process/stdio.js:163:35
      1  100.0%            LazyCompile: ~getStdout internal/process/stdio.js:21:21
      9   25.0%      LazyCompile: ~Script vm.js:38:14
      9  100.0%        LazyCompile: ~createScript vm.js:245:22
      9  100.0%          LazyCompile: ~runInThisContext vm.js:294:26
      9  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:663:37

     29    4.0%  T v8::internal::SourcePositionTableIterator::Advance()
     14   48.3%    LazyCompile: *logFileFormatter /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:3:26
     14  100.0%      LazyCompile: *exports.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/common.js:142:24
     14  100.0%        LazyCompile: *transportLog /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:232:24
     14  100.0%          LazyCompile: *Logger.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:109:33
      9   64.3%            LazyCompile: *winston.(anonymous function) /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston.js:85:30
      5   35.7%            LazyCompile: ~winston.(anonymous function) /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston.js:85:30
     12   41.4%    LazyCompile: ~getLogSource /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:22:22
     12  100.0%      LazyCompile: ~logFileFormatter /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:3:26
      6   50.0%        LazyCompile: ~exports.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/common.js:142:24
      5   83.3%          LazyCompile: ~File.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/transports/file.js:127:31
      5  100.0%            LazyCompile: ~transportLog /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:232:24
      1   16.7%          LazyCompile: *transportLog /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:232:24
      1  100.0%            LazyCompile: *Logger.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:109:33
      6   50.0%        LazyCompile: *exports.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/common.js:142:24
      6  100.0%          LazyCompile: *transportLog /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:232:24
      6  100.0%            LazyCompile: *Logger.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:109:33
      3   10.3%    LazyCompile: *getLogSource /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:22:22
      3  100.0%      LazyCompile: ~logFileFormatter /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:3:26
      3  100.0%        LazyCompile: *exports.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/common.js:142:24
      3  100.0%          LazyCompile: *transportLog /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:232:24
      3  100.0%            LazyCompile: *Logger.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:109:33

     25    3.4%  UNKNOWN
      2    8.0%    T v8::internal::Builtin_ErrorConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
      1   50.0%      LazyCompile: ~getLogSource /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:22:22
      1  100.0%        LazyCompile: ~logFileFormatter /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:3:26
      1  100.0%          LazyCompile: ~exports.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/common.js:142:24
      1  100.0%            LazyCompile: ~File.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/transports/file.js:127:31
      1   50.0%      LazyCompile: *logFileFormatter /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:3:26
      1  100.0%        LazyCompile: *exports.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/common.js:142:24
      1  100.0%          LazyCompile: *transportLog /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:232:24
      1  100.0%            LazyCompile: *Logger.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:109:33
      2    8.0%    LazyCompile: *logFileFormatter /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:3:26
      2  100.0%      LazyCompile: *exports.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/common.js:142:24
      2  100.0%        LazyCompile: *transportLog /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:232:24
      2  100.0%          LazyCompile: *Logger.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:109:33
      1   50.0%            LazyCompile: ~winston.(anonymous function) /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston.js:85:30
      1   50.0%            LazyCompile: *winston.(anonymous function) /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston.js:85:30
      2    8.0%    LazyCompile: *getLogSource /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:22:22
      2  100.0%      LazyCompile: ~logFileFormatter /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:3:26
      2  100.0%        LazyCompile: *exports.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/common.js:142:24
      2  100.0%          LazyCompile: *transportLog /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:232:24
      2  100.0%            LazyCompile: *Logger.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:109:33
      1    4.0%    T v8::internal::Runtime_StringSplit(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      Builtin: StringPrototypeSplit
      1  100.0%        LazyCompile: ~setupProcessICUVersions internal/bootstrap/node.js:478:35
      1  100.0%          LazyCompile: ~startup internal/bootstrap/node.js:29:19
      1  100.0%            Script: ~bootstrapNodeJSCore internal/bootstrap/node.js:15:30
      1    4.0%    T v8::internal::Runtime_NewObject(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      Script: ~<anonymous> console.js:1:11
      1  100.0%        LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:222:44
      1  100.0%          LazyCompile: ~NativeModule.require internal/bootstrap/loaders.js:129:34
      1  100.0%            LazyCompile: ~setupGlobalConsole internal/bootstrap/node.js:356:30
      1    4.0%    T v8::internal::Builtin_StringPrototypeToUpperCaseIntl(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~logFileFormatter /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:3:26
      1  100.0%        LazyCompile: *exports.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/common.js:142:24
      1  100.0%          LazyCompile: *transportLog /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:232:24
      1  100.0%            LazyCompile: *Logger.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:109:33
      1    4.0%    LazyCompile: ~getLogSource /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:22:22
      1  100.0%      LazyCompile: ~logFileFormatter /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:3:26
      1  100.0%        LazyCompile: ~exports.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/common.js:142:24
      1  100.0%          LazyCompile: ~File.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/transports/file.js:127:31
      1  100.0%            LazyCompile: ~transportLog /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:232:24
      1    4.0%    LazyCompile: *writeGeneric internal/stream_base_commons.js:67:22
      1  100.0%      LazyCompile: ~Socket._writeGeneric net.js:731:42
      1  100.0%        LazyCompile: ~Socket._write net.js:768:35
      1  100.0%          LazyCompile: *writeOrBuffer _stream_writable.js:360:23
      1  100.0%            LazyCompile: *transportLog /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/logger.js:232:24

     25    3.4%  T ___channel_get_opt

     19    2.6%  T void node::StreamBase::JSMethod<node::LibuvStreamWrap, &(int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
     19  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     19  100.0%      LazyCompile: ~handleWriteReq internal/stream_base_commons.js:9:24
     19  100.0%        LazyCompile: ~writeGeneric internal/stream_base_commons.js:67:22
     19  100.0%          LazyCompile: ~Socket._writeGeneric net.js:731:42
     19  100.0%            LazyCompile: ~Socket._write net.js:768:35

     16    2.2%  T v8::internal::JSReceiver::GetConstructorName(v8::internal::Handle<v8::internal::JSReceiver>)
      6   37.5%    LazyCompile: ~getLogSource /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:22:22
      6  100.0%      LazyCompile: ~logFileFormatter /Users/danvilla/Projects/collinear/nodejs-profiling/src/winston.js:3:26
      4   66.7%        LazyCompile: ~exports.log /Users/danvilla/Projects/collinear/nodejs-profiling/node_modules/winston/lib/winston/common.js:142:24
